file,L_fold_0,a_fold_0,b_fold_0,L_fold_1,a_fold_1,b_fold_1,L_fold_2,a_fold_2,b_fold_2,L_fold_3,a_fold_3,b_fold_3,L_fold_4,a_fold_4,b_fold_4
inference_data/milk10k/MILK10k_Training_Input/IL_2307206/ISIC_3810251.jpg,56.542645,7.921844,19.088997,56.052494,9.174053,16.585144,57.538895,6.141283,17.141247,60.88426,7.037214,16.96102,59.058174,9.320234,17.362011
inference_data/milk10k/MILK10k_Training_Input/IL_2307468/ISIC_8919899.jpg,54.27793,7.9928346,20.583265,53.06663,10.508472,20.455471,57.46022,8.206153,20.714529,55.1216,9.711942,21.027182,51.729946,10.595595,18.683405
inference_data/milk10k/MILK10k_Training_Input/IL_2307468/ISIC_4726470.jpg,59.106895,9.311868,16.646652,55.445423,11.513243,17.517569,61.52887,7.3923516,17.752325,59.650337,9.64016,13.534776,60.841923,8.612841,16.524843
inference_data/milk10k/MILK10k_Training_Input/IL_2308802/ISIC_3022090.jpg,51.91189,9.046892,22.8622,55.554806,10.985712,20.589745,55.810776,9.178415,21.368458,53.905945,9.573055,21.671741,52.79053,10.93101,19.176107
inference_data/milk10k/MILK10k_Training_Input/IL_2308802/ISIC_1652393.jpg,61.406742,4.389218,19.98589,64.41492,5.2482257,20.582697,63.968674,4.5710044,19.483727,62.521435,5.8726406,20.821335,62.320724,8.077773,15.912455
inference_data/milk10k/MILK10k_Training_Input/IL_2308976/ISIC_6365045.jpg,50.017525,8.825226,23.42961,54.08287,7.6471763,22.603725,51.749413,7.687578,21.580912,54.31256,9.226349,22.704288,53.13612,10.930908,19.190338
inference_data/milk10k/MILK10k_Training_Input/IL_2308976/ISIC_5180185.jpg,64.43793,4.354526,18.270163,65.412025,5.732097,16.840626,66.3156,4.1259894,17.98045,65.1931,5.30097,18.39907,65.88556,6.3008146,13.8179035
inference_data/milk10k/MILK10k_Training_Input/IL_2309123/ISIC_5280916.jpg,48.55918,9.284533,23.013855,50.65271,9.925928,23.279264,53.213593,7.383918,22.090837,53.441532,10.052677,23.181475,51.06676,10.670269,18.746704
inference_data/milk10k/MILK10k_Training_Input/IL_2309123/ISIC_2464882.jpg,60.15271,7.12675,17.699438,57.041985,8.187802,17.79171,61.744022,6.5604234,18.936491,60.826996,5.9586315,19.276293,60.53247,8.272024,16.088034
inference_data/milk10k/MILK10k_Training_Input/IL_2315075/ISIC_1504993.jpg,47.775608,10.940094,18.59666,51.06506,10.872483,14.010182,48.057453,11.398404,18.235449,49.95344,12.171092,18.972666,48.0899,10.21872,17.979437
inference_data/milk10k/MILK10k_Training_Input/IL_2315075/ISIC_9271327.jpg,58.914455,6.2315545,18.088745,58.109955,8.671594,12.428889,62.26024,8.788815,11.298546,58.57257,7.9679227,12.648997,63.465076,7.4405603,15.151085
inference_data/milk10k/MILK10k_Training_Input/IL_2315755/ISIC_7548109.jpg,53.013176,7.338726,22.786064,52.690235,5.6256666,23.679972,57.475334,4.4528766,21.288187,56.290047,7.2642107,22.503435,53.166588,10.576169,18.726486
inference_data/milk10k/MILK10k_Training_Input/IL_2315755/ISIC_3048228.jpg,59.37063,7.2309284,16.441954,50.02508,7.8167987,15.626053,65.90066,6.33638,15.626333,59.740067,7.050637,15.520932,64.67201,6.813329,14.408613
inference_data/milk10k/MILK10k_Training_Input/IL_2317693/ISIC_4618150.jpg,50.88991,8.882545,21.021164,55.07844,4.928534,22.557516,57.874714,6.854168,20.615314,55.469658,8.123976,20.672924,52.871304,10.573436,18.71571
inference_data/milk10k/MILK10k_Training_Input/IL_2317693/ISIC_2119936.jpg,63.2458,6.655619,16.860563,53.53058,8.654199,14.968257,69.025406,4.3535237,15.206454,64.67361,6.699971,13.078295,65.70577,6.391934,13.907437
inference_data/milk10k/MILK10k_Training_Input/IL_2320070/ISIC_4431906.jpg,51.86434,13.164424,18.095015,49.199757,14.308786,18.83885,52.652996,12.8847065,17.217089,49.508106,14.401337,19.026794,50.59524,10.607233,18.643238
inference_data/milk10k/MILK10k_Training_Input/IL_2320070/ISIC_4469657.jpg,55.870953,12.387487,16.705866,59.66368,11.112817,13.538306,54.98186,11.95724,17.89499,56.22206,13.699986,15.032236,56.372814,10.656868,18.971079
inference_data/milk10k/MILK10k_Training_Input/IL_2321044/ISIC_5547547.jpg,54.5636,13.6516695,17.807417,57.57086,14.117903,16.770529,54.710484,12.240846,17.283924,53.740154,12.431585,18.693722,52.01006,10.837545,19.024729
inference_data/milk10k/MILK10k_Training_Input/IL_2321044/ISIC_3032983.jpg,53.043793,9.372346,19.610464,56.816998,12.9230385,18.092493,56.265827,11.317839,18.751371,54.48799,11.183598,16.50302,55.837185,10.794901,19.133236
inference_data/milk10k/MILK10k_Training_Input/IL_2322719/ISIC_5715952.jpg,53.6889,14.514448,16.676634,55.96499,15.628146,15.0791445,54.255146,13.631076,15.063122,55.26509,15.304675,17.078,52.09186,10.822887,19.006733
inference_data/milk10k/MILK10k_Training_Input/IL_2322719/ISIC_6938646.jpg,56.958378,13.3830185,13.948353,56.457035,13.377595,11.293181,57.777447,12.831052,13.460361,58.136024,14.346209,13.923254,59.158894,9.622376,17.752533
inference_data/milk10k/MILK10k_Training_Input/IL_2326241/ISIC_2687321.jpg,52.844925,9.197479,17.475946,50.727787,12.491733,15.000019,56.269245,7.9194765,17.53066,55.66836,9.306767,15.593974,51.425,10.620213,18.69438
inference_data/milk10k/MILK10k_Training_Input/IL_2326241/ISIC_4561114.jpg,52.42812,9.066213,13.789813,57.317604,9.845376,9.625745,57.802597,7.6701355,13.511957,61.12465,9.416924,11.006614,59.64257,8.786929,16.72121
inference_data/milk10k/MILK10k_Training_Input/IL_2326581/ISIC_4257125.jpg,50.970245,9.821936,22.834017,54.238823,11.671767,20.253887,55.2956,9.0541725,21.900406,52.927902,10.284618,21.01571,52.48763,10.879396,19.079948
inference_data/milk10k/MILK10k_Training_Input/IL_2326581/ISIC_3341226.jpg,62.700184,8.135648,11.840762,62.53127,12.8152895,10.166246,62.77439,11.275955,10.055129,62.29419,11.328555,11.390152,66.478294,5.9370327,13.364266
inference_data/milk10k/MILK10k_Training_Input/IL_2328375/ISIC_2325423.jpg,54.717094,14.555658,16.627748,55.107063,15.476656,14.429703,56.94594,13.762026,16.170267,53.782078,15.704722,15.979231,51.288555,10.723408,18.828074
inference_data/milk10k/MILK10k_Training_Input/IL_2328375/ISIC_7644369.jpg,53.621418,13.19086,16.606174,55.482857,14.76367,17.36858,57.293247,12.707789,14.995922,55.53578,13.572056,17.126953,52.465004,10.859455,19.064196
inference_data/milk10k/MILK10k_Training_Input/IL_2328480/ISIC_7642963.jpg,47.201683,11.846167,20.602772,49.138172,14.5526495,19.007654,47.43367,10.968541,20.405313,47.99472,13.089827,19.101479,49.34083,10.374302,18.24685
inference_data/milk10k/MILK10k_Training_Input/IL_2328480/ISIC_1505378.jpg,55.864796,8.001573,20.831373,57.917732,9.644568,19.202505,57.21363,8.955792,21.087193,57.785748,8.607564,20.216454,57.182545,10.370457,18.640434
inference_data/milk10k/MILK10k_Training_Input/IL_2328752/ISIC_3865889.jpg,49.875904,9.489137,21.022903,49.69117,9.7277975,20.400415,54.08938,9.313958,21.186443,52.999115,10.352471,22.35906,51.082077,10.675147,18.748442
inference_data/milk10k/MILK10k_Training_Input/IL_2328752/ISIC_8109519.jpg,60.53499,8.066904,15.638861,62.433174,9.954518,14.19163,63.840218,10.282158,12.8914995,62.2102,10.207881,15.279786,64.06269,6.9723697,14.573005
inference_data/milk10k/MILK10k_Training_Input/IL_2329642/ISIC_2200184.jpg,52.588978,8.661953,22.65869,54.737698,10.702742,19.135778,55.137238,10.629872,20.830145,53.653572,11.973218,22.001537,52.02512,10.814943,18.986935
inference_data/milk10k/MILK10k_Training_Input/IL_2329642/ISIC_5841896.jpg,57.964596,6.6620913,21.491089,58.245716,10.773424,18.91831,60.2423,7.673297,20.894272,58.94013,8.873637,21.722816,55.849293,10.8979,19.250717
inference_data/milk10k/MILK10k_Training_Input/IL_2330730/ISIC_5868168.jpg,53.12111,14.673946,13.3607235,52.528656,14.565697,13.612689,54.82317,13.148423,13.072673,50.80316,12.681823,14.178161,51.581898,10.733948,18.849407
inference_data/milk10k/MILK10k_Training_Input/IL_2330730/ISIC_8703792.jpg,59.43491,9.886201,13.872641,59.721573,11.966345,12.72582,64.19153,10.240739,12.61389,61.975765,11.859443,13.460556,63.060814,7.679145,15.414824
inference_data/milk10k/MILK10k_Training_Input/IL_2332411/ISIC_9411600.jpg,50.804623,9.242078,22.113846,51.356575,7.644109,23.082624,53.122448,8.42532,21.676476,51.81303,9.96289,22.609907,53.842094,11.051095,19.366062
inference_data/milk10k/MILK10k_Training_Input/IL_2332411/ISIC_5510526.jpg,57.87322,8.081699,16.028557,48.24039,9.811211,14.945381,65.48539,5.5844107,15.637013,60.275093,7.411687,14.559631,61.232178,7.9308863,15.681517
inference_data/milk10k/MILK10k_Training_Input/IL_2334074/ISIC_0537394.jpg,54.667946,8.186653,22.455648,55.50727,11.25655,21.550684,56.856834,8.747234,19.978899,55.625088,9.104935,23.025969,53.687065,11.04167,19.358723
inference_data/milk10k/MILK10k_Training_Input/IL_2334074/ISIC_6312254.jpg,63.659325,5.4252734,18.525658,63.674664,8.187552,15.599169,66.50046,3.4663477,19.279797,61.168354,6.8949614,20.014063,64.2411,7.1590824,14.833453
inference_data/milk10k/MILK10k_Training_Input/IL_2334846/ISIC_4320592.jpg,44.865456,10.27472,19.649494,46.646423,10.959261,19.305515,47.58965,9.301411,19.22012,47.11839,9.020806,20.58699,46.321564,9.9102745,17.454298
inference_data/milk10k/MILK10k_Training_Input/IL_2334846/ISIC_6428004.jpg,57.587315,9.130407,17.838377,55.328465,11.537876,20.112413,61.00477,8.44008,16.646564,59.125973,8.459912,16.465752,59.88108,9.13373,17.169653
inference_data/milk10k/MILK10k_Training_Input/IL_2335600/ISIC_0218425.jpg,49.57633,10.069996,22.327398,52.715427,10.541568,19.55104,54.57359,9.355824,22.507666,52.975105,11.529819,19.879904,52.260258,10.834611,19.017782
inference_data/milk10k/MILK10k_Training_Input/IL_2335600/ISIC_4369433.jpg,56.822556,8.641438,17.157068,59.511597,8.180778,16.136677,58.06522,9.3283825,13.565803,56.608963,9.195051,14.261985,59.263016,9.523907,17.651447
inference_data/milk10k/MILK10k_Training_Input/IL_2337974/ISIC_0963794.jpg,48.670845,10.134546,21.653748,50.902794,10.188547,17.55208,49.82065,8.3997,19.75492,49.821705,9.372984,20.663643,51.43825,10.744054,18.85142
inference_data/milk10k/MILK10k_Training_Input/IL_2337974/ISIC_0867027.jpg,59.943085,5.9695945,19.412373,64.55476,6.7082067,17.229366,60.68837,6.314709,18.628025,60.378506,7.519988,19.696476,62.123398,7.917746,15.68753
inference_data/milk10k/MILK10k_Training_Input/IL_2338679/ISIC_0763911.jpg,49.905426,11.544021,21.557287,49.681095,13.863974,18.797585,53.265907,11.565473,20.27403,50.983795,12.537846,19.223087,52.077297,10.818346,18.988531
inference_data/milk10k/MILK10k_Training_Input/IL_2338679/ISIC_1721507.jpg,56.262768,9.76248,18.315657,60.151245,9.253898,17.156502,57.404026,10.488144,18.157557,55.453636,10.562713,18.628553,51.25949,10.574631,18.618496
inference_data/milk10k/MILK10k_Training_Input/IL_2341353/ISIC_0447553.jpg,49.502537,10.03487,19.4737,43.188194,11.647887,16.53625,52.693764,10.805976,19.294601,48.372917,10.211888,19.42498,50.42114,10.523693,18.487827
inference_data/milk10k/MILK10k_Training_Input/IL_2341353/ISIC_6698671.jpg,63.066776,6.7109084,16.807943,53.960842,10.671813,16.42166,63.580822,7.6790514,15.69199,62.320477,7.7771735,15.37628,63.818844,7.390022,15.106637
inference_data/milk10k/MILK10k_Training_Input/IL_2342693/ISIC_5308020.jpg,47.488033,11.252578,19.778694,50.762463,11.319204,20.76919,51.990154,11.045543,21.4569,49.73919,10.92293,18.60013,50.436237,10.544187,18.541664
inference_data/milk10k/MILK10k_Training_Input/IL_2342693/ISIC_8293683.jpg,58.470562,11.746299,15.178404,60.636707,12.984056,14.150425,57.78827,13.302056,12.082736,57.880417,15.26179,15.001756,56.360363,10.862054,19.233965
inference_data/milk10k/MILK10k_Training_Input/IL_2344576/ISIC_9221495.jpg,48.427204,12.271964,20.725662,48.359745,14.325238,16.753363,49.026115,12.524526,19.37013,48.578625,12.830664,20.750654,49.31534,10.386262,18.27239
inference_data/milk10k/MILK10k_Training_Input/IL_2344576/ISIC_7912691.jpg,59.72789,9.08606,18.188734,58.766365,12.487695,16.539137,57.601017,9.714705,17.738182,56.090733,10.469914,18.902771,57.74217,10.2423115,18.482613
inference_data/milk10k/MILK10k_Training_Input/IL_2351136/ISIC_4526175.jpg,48.361115,11.550566,20.067724,47.71642,13.558643,18.791813,48.958424,11.411224,20.699844,48.17886,12.687081,19.132812,50.953278,10.641315,18.694605
inference_data/milk10k/MILK10k_Training_Input/IL_2351136/ISIC_5165824.jpg,51.472015,10.92909,17.510162,54.56537,10.583205,14.479073,50.913967,12.049286,17.33086,52.17444,11.962885,17.90885,53.942413,11.083064,19.42347
inference_data/milk10k/MILK10k_Training_Input/IL_2352772/ISIC_0986356.jpg,49.1187,9.224798,22.390633,47.67859,8.351973,19.33087,52.36368,8.2291565,21.528128,48.764442,8.960199,20.794348,48.699726,10.300637,18.112307
inference_data/milk10k/MILK10k_Training_Input/IL_2352772/ISIC_0119243.jpg,53.15838,12.052463,17.17728,49.289013,12.988888,14.792946,57.797363,11.4246645,13.636118,53.99804,11.506815,13.00844,53.791695,10.428576,18.569437
inference_data/milk10k/MILK10k_Training_Input/IL_2357169/ISIC_3643046.jpg,49.387447,9.794815,22.28369,48.65533,9.761845,22.85258,50.925877,9.174408,22.596817,49.831203,10.285537,22.475088,49.201885,10.352508,18.210093
inference_data/milk10k/MILK10k_Training_Input/IL_2357169/ISIC_0912531.jpg,57.743587,10.061271,19.153725,60.954422,8.971314,17.875946,58.490356,11.579565,18.108963,59.124077,13.109698,16.921608,57.99168,10.215523,18.463617
inference_data/milk10k/MILK10k_Training_Input/IL_2359351/ISIC_2187177.jpg,49.82137,10.645528,18.132267,47.972248,13.122941,17.697313,48.042587,11.125555,17.884256,46.226017,11.577503,18.420923,44.814,9.619886,16.93703
inference_data/milk10k/MILK10k_Training_Input/IL_2359351/ISIC_9180125.jpg,60.84082,8.159574,14.214572,54.851753,8.805119,15.538853,63.348618,9.794303,13.183746,61.545033,11.345879,13.61112,62.104706,7.935751,15.74309
inference_data/milk10k/MILK10k_Training_Input/IL_2360320/ISIC_2517252.jpg,48.400604,12.114599,19.916662,49.00223,14.021505,16.639076,50.758728,12.091329,19.27241,48.8396,13.635662,18.36799,48.01915,10.124823,17.811247
inference_data/milk10k/MILK10k_Training_Input/IL_2360320/ISIC_9161612.jpg,53.9854,11.875941,18.92415,57.141293,12.45187,16.192017,56.598804,9.59647,19.01529,54.533787,11.282429,19.467352,53.194786,10.995888,19.283617
inference_data/milk10k/MILK10k_Training_Input/IL_2367179/ISIC_8231148.jpg,44.948235,11.109388,21.020674,45.191914,12.766149,17.387999,45.388657,11.433794,20.336967,44.397854,12.118156,19.433125,48.339268,10.224946,17.998337
inference_data/milk10k/MILK10k_Training_Input/IL_2367179/ISIC_8329990.jpg,49.244682,8.947893,17.95744,51.170185,11.178029,17.103752,53.13274,8.01434,17.309317,53.191017,10.747166,18.543724,53.973324,10.9444475,19.247097
inference_data/milk10k/MILK10k_Training_Input/IL_2369165/ISIC_0314737.jpg,50.07002,12.881965,19.967022,50.465633,14.926447,18.209719,50.75716,12.229796,19.699903,48.47907,13.664387,19.405016,49.155666,10.320063,18.169203
inference_data/milk10k/MILK10k_Training_Input/IL_2369165/ISIC_8491813.jpg,55.268536,12.281006,16.711672,58.346767,12.705623,15.896533,56.17454,12.203594,16.000544,54.778538,12.60624,16.086256,53.31482,10.980404,19.262234
inference_data/milk10k/MILK10k_Training_Input/IL_2369272/ISIC_3298684.jpg,49.700603,11.141347,21.506123,52.957054,13.64352,18.527775,52.124405,9.946785,21.670115,51.662033,11.214807,22.918104,51.270878,10.697424,18.788387
inference_data/milk10k/MILK10k_Training_Input/IL_2369272/ISIC_5883189.jpg,56.856308,8.611274,18.928642,57.86544,11.623724,18.890612,56.625164,10.346967,19.3944,57.603424,9.47956,20.872683,57.18784,10.344154,18.597315
inference_data/milk10k/MILK10k_Training_Input/IL_2371687/ISIC_7174866.jpg,57.070908,7.15919,17.407253,63.415615,7.8424115,17.34141,60.371002,6.149531,18.789476,59.38043,9.149222,18.006067,63.806915,7.2430506,14.899555
inference_data/milk10k/MILK10k_Training_Input/IL_2371687/ISIC_9353865.jpg,68.85036,4.04596,14.019244,63.165237,7.9209576,13.802915,70.59377,3.5739987,13.262684,67.14903,5.1455975,14.904019,66.90473,5.7888255,13.200673
inference_data/milk10k/MILK10k_Training_Input/IL_2372422/ISIC_9055167.jpg,47.18007,9.99796,20.753132,49.139614,10.869654,22.480482,52.465034,10.011078,22.163828,49.71484,9.7855835,21.771826,51.81083,10.78764,18.939245
inference_data/milk10k/MILK10k_Training_Input/IL_2372422/ISIC_2212095.jpg,56.29665,7.68511,17.596205,49.76644,7.2647676,16.60193,62.73202,6.811641,16.545197,60.59627,6.3953342,17.997215,62.099594,8.202068,16.062668
inference_data/milk10k/MILK10k_Training_Input/IL_2373762/ISIC_1054751.jpg,50.08026,13.628794,18.814932,48.77771,14.171352,15.850784,50.374146,13.187987,17.520615,47.002388,14.088468,17.450483,49.134422,10.382556,18.267488
inference_data/milk10k/MILK10k_Training_Input/IL_2373762/ISIC_9995425.jpg,57.05928,14.330846,15.44862,57.160244,14.009342,13.097789,58.164913,13.850818,14.8872,56.131386,14.415733,15.398507,54.450344,11.116098,19.486004
inference_data/milk10k/MILK10k_Training_Input/IL_2379441/ISIC_4429484.jpg,48.426353,10.862745,18.842785,40.72639,11.704698,15.573906,50.300407,9.059174,19.047674,51.621414,10.351921,20.417849,48.22255,10.219758,17.979017
inference_data/milk10k/MILK10k_Training_Input/IL_2379441/ISIC_1756486.jpg,50.24264,9.684167,17.141266,49.979073,11.551486,18.759647,58.36659,8.044654,18.186344,52.11787,9.518683,18.780136,51.011257,10.338181,18.303308
inference_data/milk10k/MILK10k_Training_Input/IL_2381359/ISIC_3669322.jpg,48.189903,11.827287,20.480606,46.051872,10.705535,18.952166,52.036514,8.831186,20.92362,49.737793,9.3341875,21.875654,49.493004,10.404575,18.30234
inference_data/milk10k/MILK10k_Training_Input/IL_2381359/ISIC_2178421.jpg,56.176357,7.580325,17.87728,55.224556,7.812792,18.725262,58.649975,8.2916975,18.860924,55.816925,8.130346,16.759695,58.186684,9.666195,17.779741
inference_data/milk10k/MILK10k_Training_Input/IL_2381875/ISIC_9360308.jpg,48.127052,9.650436,22.061604,47.403275,9.181129,21.157068,52.73009,8.321161,21.801992,52.088898,8.855368,22.457758,51.74564,10.790574,18.936737
inference_data/milk10k/MILK10k_Training_Input/IL_2381875/ISIC_5728052.jpg,60.249325,8.247726,15.914668,56.154427,8.667302,14.5291,62.4619,6.4996095,13.547728,62.46833,6.580019,15.097075,62.08327,8.118426,15.965951
inference_data/milk10k/MILK10k_Training_Input/IL_2383580/ISIC_3601357.jpg,48.225883,11.349316,21.7234,51.699696,14.139345,18.1117,51.711395,11.939903,20.911041,50.92274,11.859378,20.47603,50.483994,10.577469,18.59854
inference_data/milk10k/MILK10k_Training_Input/IL_2383580/ISIC_5958284.jpg,55.188145,10.412025,18.884546,56.461323,13.87575,18.614836,56.063747,11.944823,17.935844,53.085262,11.411368,18.390398,53.482872,10.922042,19.200874
inference_data/milk10k/MILK10k_Training_Input/IL_2383953/ISIC_3979561.jpg,48.099903,12.206854,21.324963,47.235935,14.806122,18.058388,48.526836,11.530882,19.869047,47.74061,12.824222,20.8495,48.407604,10.251564,18.043514
inference_data/milk10k/MILK10k_Training_Input/IL_2383953/ISIC_8118009.jpg,51.218796,10.996246,21.59329,50.98579,12.868154,19.52506,50.587524,11.009923,20.047804,50.486065,12.825709,21.229681,48.928143,10.345982,18.20241
inference_data/milk10k/MILK10k_Training_Input/IL_2386676/ISIC_8652712.jpg,56.090843,6.5527334,22.644264,53.07044,9.333872,22.658127,58.424294,6.959282,21.695805,56.318592,10.217184,22.598555,51.24751,10.646732,18.728773
inference_data/milk10k/MILK10k_Training_Input/IL_2386676/ISIC_1473683.jpg,60.69112,6.4270234,18.824224,55.625755,8.374809,19.587862,61.887257,6.6520934,18.24448,60.643497,7.4321756,18.890343,60.992336,8.715572,16.68421
inference_data/milk10k/MILK10k_Training_Input/IL_2386719/ISIC_2926847.jpg,50.877605,8.845973,22.526754,49.205624,11.626127,21.099236,53.443623,7.5024467,21.256927,53.262463,8.908656,24.017067,48.996223,10.335142,18.17927
inference_data/milk10k/MILK10k_Training_Input/IL_2386719/ISIC_0350747.jpg,54.43789,9.773109,19.332558,49.790905,11.697159,19.656662,58.960793,9.278717,18.98441,54.201283,9.005096,19.052969,50.14386,10.135156,17.980345
inference_data/milk10k/MILK10k_Training_Input/IL_2390458/ISIC_4104512.jpg,52.546696,10.948198,20.06132,52.067703,13.459921,17.108301,53.00185,11.073512,18.089088,51.67823,12.758194,19.345875,52.050144,10.824421,19.00242
inference_data/milk10k/MILK10k_Training_Input/IL_2390458/ISIC_8292872.jpg,57.68759,8.145529,19.660326,57.63961,12.175791,18.721233,59.11104,10.183402,17.852709,57.64548,9.947966,18.67361,56.486065,10.598558,18.885551
inference_data/milk10k/MILK10k_Training_Input/IL_2397644/ISIC_0115114.jpg,47.215683,11.026609,21.136993,47.24177,12.104484,20.53874,47.25651,10.168841,21.958712,46.787407,10.460404,22.478477,49.477707,10.39164,18.280203
inference_data/milk10k/MILK10k_Training_Input/IL_2397644/ISIC_4606877.jpg,53.15766,12.439277,17.87664,51.712776,13.153486,17.2815,55.475464,12.481289,17.796556,52.18711,11.818381,18.816288,52.314568,10.863337,19.05197
inference_data/milk10k/MILK10k_Training_Input/IL_2400114/ISIC_8483915.jpg,49.795902,10.209091,19.332716,52.60405,11.925018,19.015934,52.46154,9.429704,20.775412,51.46815,9.58019,23.328434,50.21713,10.557099,18.553522
inference_data/milk10k/MILK10k_Training_Input/IL_2400114/ISIC_4905823.jpg,53.032196,8.918694,21.82086,57.49888,8.994242,18.252808,56.654175,8.55116,21.772034,54.736664,9.158206,20.927624,55.309937,10.86853,19.199823
inference_data/milk10k/MILK10k_Training_Input/IL_2401021/ISIC_6366558.jpg,55.279263,10.521954,20.31603,57.544357,12.76741,16.487093,56.107674,11.900224,17.923918,52.240124,11.402832,21.0493,53.958607,11.092116,19.43527
inference_data/milk10k/MILK10k_Training_Input/IL_2401021/ISIC_9708493.jpg,58.820602,8.51962,15.63552,58.04246,12.644642,12.230224,60.990982,11.631464,12.386139,58.424194,12.728306,13.328778,57.89127,10.126557,18.333149
inference_data/milk10k/MILK10k_Training_Input/IL_2401585/ISIC_9213644.jpg,52.404293,13.541882,19.36424,50.5365,15.234281,17.430485,53.12505,13.197593,17.665462,51.7433,12.284703,19.13274,53.09959,10.974064,19.246992
inference_data/milk10k/MILK10k_Training_Input/IL_2401585/ISIC_2581720.jpg,53.87084,8.855849,19.534918,55.786133,9.686041,19.477312,54.657055,10.649672,17.823402,54.70249,11.856387,18.273458,54.846325,10.7556715,19.04217
inference_data/milk10k/MILK10k_Training_Input/IL_2401627/ISIC_9432372.jpg,49.472866,11.4611225,20.231482,50.645435,13.741474,17.56482,51.139538,12.539804,18.475271,49.11294,14.58858,18.386822,49.28309,10.393017,18.27832
inference_data/milk10k/MILK10k_Training_Input/IL_2401627/ISIC_5442946.jpg,54.741604,13.923508,17.724255,56.683575,12.523709,12.250706,54.259186,13.59047,15.174009,54.638958,14.677588,15.596292,54.22299,11.064351,19.415253
inference_data/milk10k/MILK10k_Training_Input/IL_2403428/ISIC_7534938.jpg,51.625744,11.513959,18.067656,55.9843,13.86497,14.140381,52.23619,10.970098,16.412165,53.22969,10.241065,16.017353,51.05801,10.682679,18.767378
inference_data/milk10k/MILK10k_Training_Input/IL_2403428/ISIC_7883260.jpg,60.260937,9.47124,16.974625,61.094635,10.65356,13.355838,62.961136,8.773732,15.456984,59.85835,9.512361,13.678154,59.05036,9.787826,17.972649
inference_data/milk10k/MILK10k_Training_Input/IL_2404701/ISIC_9890207.jpg,47.48421,11.198718,21.789566,48.11148,13.928543,18.883104,50.895485,11.414313,20.75717,49.09269,10.769052,21.58637,49.909103,10.47891,18.42905
inference_data/milk10k/MILK10k_Training_Input/IL_2404701/ISIC_8019366.jpg,61.29975,4.1979465,21.47907,61.87993,4.805781,22.458452,60.040436,5.194768,21.127293,59.981018,7.020138,22.734308,59.362637,9.63006,17.772398
inference_data/milk10k/MILK10k_Training_Input/IL_2405400/ISIC_0169805.jpg,52.16197,8.280806,20.803919,54.26119,9.210807,19.938974,56.6772,9.40357,19.315073,55.222496,11.805618,19.908636,54.275837,10.774008,19.047262
inference_data/milk10k/MILK10k_Training_Input/IL_2405400/ISIC_6344855.jpg,56.494537,7.14561,19.645538,60.951496,9.584366,16.071335,59.66365,8.27617,17.96089,58.557686,8.464677,19.324324,58.393986,9.996374,18.184156
inference_data/milk10k/MILK10k_Training_Input/IL_2406754/ISIC_8856766.jpg,49.845955,10.249254,22.456295,53.45349,12.813875,21.13623,51.436386,9.989908,21.473854,52.6392,11.699344,22.6235,53.35689,11.02119,19.313822
inference_data/milk10k/MILK10k_Training_Input/IL_2406754/ISIC_3085336.jpg,62.32133,8.874575,15.262005,62.423088,11.677633,13.060111,63.819073,12.176892,13.47735,62.732807,9.636149,14.700323,64.22887,7.158873,14.817314
inference_data/milk10k/MILK10k_Training_Input/IL_2407358/ISIC_5443014.jpg,49.885834,11.261898,21.357792,47.208244,13.332684,18.868034,51.94202,12.068002,19.993328,51.221474,12.420815,20.310242,51.249176,10.680382,18.757492
inference_data/milk10k/MILK10k_Training_Input/IL_2407358/ISIC_2716264.jpg,62.804264,5.452473,17.83254,56.29104,8.965317,15.98465,65.08796,6.4234147,16.338133,60.604816,8.678646,18.984955,61.08764,8.590496,16.510883
inference_data/milk10k/MILK10k_Training_Input/IL_2408766/ISIC_9161347.jpg,45.02917,11.017613,19.155022,45.81624,12.816891,18.386864,45.603268,10.172705,19.895409,45.183197,11.4978075,19.851748,47.234085,10.0380945,17.665184
inference_data/milk10k/MILK10k_Training_Input/IL_2408766/ISIC_7765747.jpg,59.181404,13.096752,12.642988,54.58574,14.336691,14.52095,56.785183,13.336587,14.098957,56.44755,16.061842,12.228248,50.63353,10.596613,18.620314
inference_data/milk10k/MILK10k_Training_Input/IL_2409650/ISIC_2998536.jpg,54.819603,9.598377,20.40976,53.33576,11.262169,19.182123,55.028275,9.075434,19.666077,52.897774,9.776131,21.418522,51.90011,10.814781,18.976421
inference_data/milk10k/MILK10k_Training_Input/IL_2409650/ISIC_4573444.jpg,57.58156,8.574865,17.809896,55.522976,12.282252,16.938604,59.755985,9.4505625,17.708158,57.251057,10.08905,17.028309,58.955593,9.58292,17.684978
inference_data/milk10k/MILK10k_Training_Input/IL_2413319/ISIC_3497836.jpg,50.584522,13.253695,17.476883,48.72643,15.28467,17.351072,50.43735,12.618756,18.866508,51.382046,13.947673,16.522646,49.990036,10.498001,18.460024
inference_data/milk10k/MILK10k_Training_Input/IL_2413319/ISIC_9735316.jpg,56.604,14.045263,14.7543545,54.56401,14.203244,14.625521,55.551655,13.886822,15.698218,55.13659,14.313989,16.358555,54.343952,10.974373,19.299892
inference_data/milk10k/MILK10k_Training_Input/IL_2415353/ISIC_0874081.jpg,53.19082,8.656913,18.342793,51.642906,12.679185,18.169111,55.230007,11.248045,17.955074,53.62917,12.559519,18.319439,51.747185,10.788603,18.932705
